6.15,17.125,8.7,17.125,8.7,14.15,6.15,14.15,
11.625,17.125,13.125,17.125,13.125,14.175,11.625,14.175,
8.8,17.125,11.55,17.125,11.55,12.725,7.625,12.725,7.625,14.05,8.7,14.05,8.7,13.5,8.8,13.5,
6.15,14.05,7.6,14.05,7.6,12.725,6.15,12.725,
6.15,12.575,9.8,12.575,9.8,9.725,6.15,9.725,
