7.35,16.15,10.2,16.15,10.2,13.875,11.8,13.875,11.8,13.0,10.2,13.0,10.2,9.825,7.35,9.825,
10.3,15.45,11.8,15.45,11.8,14.05,10.3,14.05,
10.3,12.875,11.8,12.875,11.8,9.825,10.3,9.825,
