8.75,19.375,11.9,19.375,11.9,17.85,10.3,17.85,10.3,16.6,8.75,16.6,
5.75,19.4,8.55,19.4,8.55,16.6,5.75,16.6,
5.75,16.4,7.35,16.4,7.35,14.6,5.75,14.6,
5.75,14.45,8.75,14.45,8.75,11.5,5.75,11.5,
5.75,11.3,8.75,11.3,8.75,7.625,5.75,7.625,
8.95,16.5,10.3,16.5,10.3,14.55,11.0,14.55,11.0,12.25,13.1,12.25,13.1,7.625,8.95,7.625,
9.55,7.475,13.1,7.475,13.1,6.2,9.55,6.2,
7.45,16.5,8.85,16.5,8.85,14.6,7.45,14.6,
