8.75,12.525,8.75,11.575,0.2
8.75,11.2,8.75,10.3,0.2
9.825,7.625,12.2,7.625,-0.15
7.55,16.6,8.475,16.6,-0.1
9.35,16.6,10.175,16.6,-0.1
7.35,16.175,7.35,15.2,0.1
8.85,16.5,8.85,15.2,0.1
