9.575,19.375,11.1,19.375
6.4,19.4,7.95,19.4
5.75,16.0,5.75,15.075
5.75,13.925,5.75,12.325
6.375,7.625,7.85,7.625
9.55,7.125,9.55,6.5
9.6,6.2,13.1,6.2
